iter	Logloss
189	0.1321668833
190	0.1315971115
191	0.1308014959
192	0.1301303516
193	0.1294670955
194	0.1288245663
195	0.1281025718
196	0.1275475609
197	0.1269219865
198	0.1263402374
199	0.125637907
200	0.1249137546
201	0.124374119
202	0.1235922182
203	0.1229617476
204	0.1222768304
205	0.1217879355
206	0.1212942512
207	0.1206257974
208	0.1200967614
209	0.119385116
210	0.1186545524
211	0.1179824035
212	0.1174168856
213	0.1167203597
214	0.1160471941
215	0.1156256812
216	0.1150737334
217	0.1143580658
218	0.1139415813
219	0.1132746234
220	0.1127183862
221	0.1122922385
222	0.1117298123
223	0.1112180537
224	0.1107094774
225	0.1101474246
226	0.1094916428
227	0.1091130998
228	0.1084596788
229	0.1079944129
230	0.1074543175
231	0.1067940395
232	0.1064413547
233	0.105949366
234	0.1054800903
235	0.1050797356
236	0.1045537117
237	0.1040502853
238	0.10361421
239	0.1031341274
240	0.1026605028
241	0.1020799357
242	0.1016074987
243	0.1010535296
244	0.1003686566
245	0.0998961342
246	0.09941858463
247	0.09900966962
248	0.09854578031
249	0.09796525383
250	0.09750495093
251	0.0970344485
252	0.0965501832
253	0.09614685077
254	0.09578215133
255	0.09542851834
256	0.09502755331
257	0.09450871685
258	0.09411692753
259	0.09382296341
260	0.09348548916
261	0.09304366858
262	0.0925664571
263	0.09221728526
264	0.09191698389
265	0.09152462065
266	0.09112257736
267	0.09067027162
268	0.09025222485
269	0.08979909953
270	0.08944725949
271	0.08907929574
272	0.08880041389
273	0.08835833591
274	0.08796614793
275	0.08749739642
276	0.08719754676
277	0.08689094167
278	0.08644784941
279	0.08612036042
280	0.08574057698
281	0.08539373536
282	0.08490048902
283	0.08460730246
284	0.08429801689
285	0.08391434001
286	0.08352712105
287	0.08320017059
288	0.08296082648
289	0.08256670719
290	0.08222716751
291	0.08182588742
292	0.08154369815
293	0.08129641381
294	0.08105141055
295	0.08073580107
296	0.08041014774
297	0.08003890239
298	0.07968833806
299	0.07925535262
300	0.07889159428
301	0.07864948163
302	0.0783504722
303	0.07816504111
304	0.07786266806
305	0.07757298903
306	0.07734558071
307	0.0770569883
308	0.07677811081
309	0.07642238105
310	0.07607925113
311	0.0757294481
312	0.07544539474
313	0.07520194717
314	0.07491731656
315	0.07464631758
316	0.07438876821
317	0.0741102277
318	0.07386060294
319	0.07365453501
320	0.07338701463
321	0.07311768321
322	0.07282419961
323	0.07250102985
324	0.07218194637
325	0.071903286
326	0.0715940183
327	0.07122204907
328	0.07100829026
329	0.07074017878
330	0.07055303363
331	0.07029538503
332	0.06994459819
333	0.06969111617
334	0.06941787578
335	0.06917031816
336	0.06889366359
337	0.0686767726
338	0.06838686408
339	0.0681602922
340	0.06794003546
341	0.06770812658
342	0.06744283635
343	0.06719279448
344	0.06690017759
345	0.06674142868
346	0.0665609454
347	0.06635747088
348	0.06619294199
349	0.0658659346
350	0.06554175971
351	0.06526792634
352	0.06510545432
353	0.06492316645
354	0.06467083514
355	0.06443848438
356	0.0641690911
357	0.06394197255
358	0.06375218083
359	0.06360310538
360	0.06340559053
361	0.06317415254
362	0.06302395779
363	0.06282793433
364	0.06253563452
365	0.06231721415
366	0.06218546301
367	0.06203206397
368	0.0619340978
369	0.06166482805
370	0.0614415476
371	0.06130806023
372	0.06113533489
373	0.06092381306
374	0.06069616657
375	0.06044945646
376	0.0602225076
377	0.06004649088
378	0.05984284178
379	0.05959786318
380	0.05935564491
381	0.05921830241
382	0.05901192382
383	0.0588622974
384	0.05862429273
385	0.05845699988
386	0.05830694354
387	0.05810950356
388	0.05792489421
389	0.05777309215
390	0.05750703448
391	0.05732572155
392	0.05714209045
393	0.05697811287
394	0.05679543774
395	0.05652688774
396	0.05630864862
397	0.05617345252
398	0.05600848889
399	0.05585941777
400	0.0557378236
401	0.05556709036
402	0.05536710225
403	0.05523249583
404	0.05506588304
405	0.05493201601
406	0.05470101452
407	0.05447495081
408	0.0542858203
409	0.05407051296
410	0.05392771094
411	0.0538054781
412	0.05368883939
413	0.05349196766
414	0.05330268151
415	0.05313478213
416	0.05299023964
417	0.05284967212
418	0.05266610876
419	0.05252341992
420	0.05237144007
421	0.05227911346
422	0.0521444176
423	0.05201638698
424	0.05185232462
425	0.0517266219
426	0.05161664712
427	0.05144338171
428	0.0511808135
429	0.05102207817
430	0.05088531205
431	0.05073675322
432	0.05061140333
433	0.05045996024
434	0.05027159403
435	0.05014048161
436	0.04994759322
437	0.04979610161
438	0.04963460969
439	0.04954823904
440	0.04930624796
441	0.04920053689
442	0.04909530743
443	0.0489648305
444	0.04883914829
445	0.04875479207
446	0.04864245402
447	0.04850199706
448	0.04838674516
449	0.04822375138
450	0.04812163727
451	0.04798741016
452	0.04787112042
453	0.04767937803
454	0.04755957306
455	0.04744234561
456	0.04727125039
457	0.04714545432
458	0.04697243468
459	0.04682360328
460	0.04670454998
461	0.04659911649
462	0.04652634582
463	0.04638690636
464	0.0462467145
465	0.04610714201
466	0.04599071288
467	0.04582948265
468	0.04573587835
469	0.04556559594
470	0.04546457825
471	0.04532703837
472	0.04519079064
473	0.04503616874
474	0.04495666192
475	0.04484908819
476	0.04471239766
477	0.0445638836
478	0.04445899935
479	0.04435771444
480	0.04418993839
481	0.04404553566
482	0.04390023674
483	0.04371149784
484	0.04360275713
485	0.04345827162
486	0.04337238136
487	0.04323772527
488	0.0431285047
489	0.0430457998
490	0.04295933181
491	0.04284426359
492	0.04276547021
493	0.04265997289
494	0.04249534061
495	0.04236481693
496	0.04228101236
497	0.04217151622
498	0.04208311135
499	0.04197731605
500	0.04180722821
501	0.04173527412
502	0.04159101328
503	0.04144875682
504	0.04133746235
505	0.04121308878
506	0.04108204342
507	0.04095889921
508	0.04083243008
509	0.04070107028
510	0.0406105132
511	0.040482518
512	0.04035775701
513	0.04025524665
514	0.04013355243
515	0.04003050058
516	0.03994012331
517	0.03979789662
518	0.03971677751
519	0.03961612337
520	0.03954127976
521	0.03941711082
522	0.03931573267
523	0.03924134314
524	0.03914510785
525	0.03908346047
526	0.03898830709
527	0.03887283512
528	0.03874381174
529	0.03860859886
530	0.0384879771
531	0.03832310515
532	0.03820158571
533	0.03808332033
534	0.03799870953
535	0.03785666
536	0.03779276728
537	0.03765843108
538	0.03761730214
539	0.03754014183
540	0.03743492689
541	0.03733271827
542	0.03720291064
543	0.03709606599
544	0.03697375587
545	0.03690378771
546	0.03684660767
547	0.03673988267
548	0.03664780699
549	0.03657603209
550	0.03647732222
551	0.03641278787
552	0.03628335259
553	0.03618332263
554	0.03608313213
555	0.03600292411
556	0.03590835427
557	0.03580926579
558	0.03571481255
559	0.03566125572
560	0.03559722934
561	0.03548205301
562	0.03540938437
563	0.03536219109
564	0.03527439546
565	0.03519071572
566	0.03509878902
567	0.03502382989
568	0.03493594675
569	0.03485736813
570	0.03474631673
571	0.03469415588
572	0.03462280536
573	0.03451810336
574	0.03444756997
575	0.03437062823
576	0.03427732864
577	0.03418559117
578	0.03410574258
579	0.03399142962
580	0.03390563273
581	0.03381166804
582	0.03375220934
583	0.03366981912
584	0.03358441428
585	0.03352325926
586	0.03345181676
587	0.03335798003
588	0.033278648
589	0.03319592757
590	0.03312915379
591	0.03305660774
592	0.03297967865
593	0.03290082193
594	0.03285238842
595	0.03278751194
596	0.03270460338
597	0.03264246184
598	0.03254670418
599	0.03248689347
600	0.0324123346
601	0.0323401081
602	0.03223845895
603	0.03216629458
604	0.03211713743
605	0.03207617814
606	0.03197418128
607	0.03191144785
608	0.03180600766
609	0.03170961194
610	0.03162110295
611	0.03156013809
612	0.031507543
613	0.03143035157
614	0.03136670374
615	0.03131633054
616	0.03126148612
617	0.0311541912
618	0.03107726902
619	0.03100414609
620	0.030938281
621	0.03089807069
622	0.03081789872
623	0.03076114805
624	0.03070103992
625	0.03062931295
626	0.03058429838
627	0.03053075225
628	0.03045470913
629	0.03037196237
630	0.03032039337
631	0.03026333523
632	0.03020916628
633	0.03016873381
634	0.03011986525
635	0.03001567678
636	0.02995399309
637	0.02984874839
638	0.02978182654
639	0.02969912379
640	0.02961973293
641	0.02955696152
642	0.0294883572
643	0.02940801994
644	0.02932544359
645	0.02926638704
646	0.02920642551
647	0.02915898515
648	0.02907646269
649	0.02901929135
650	0.02895885334
651	0.02891033972
652	0.02886255847
653	0.02879753687
654	0.02876884185
655	0.02871338268
656	0.02868339487
657	0.02863704798
658	0.02856639095
659	0.02850365509
660	0.02845557679
661	0.02839573112
662	0.02832444883
663	0.02825061868
664	0.02818457244
665	0.02811205633
666	0.0280493788
667	0.02798027488
668	0.02792762074
669	0.02786176813
670	0.02781016225
671	0.02776192405
672	0.02770458951
673	0.02764874084
674	0.0276175773
675	0.02756561449
676	0.02749065267
677	0.02743342915
678	0.02735905081
679	0.02728129414
680	0.02720181905
681	0.02713231806
682	0.02706960099
683	0.02701105275
684	0.02696751335
685	0.02688599816
686	0.0268524371
687	0.02682031606
688	0.02674834135
689	0.02667077021
690	0.02662909764
691	0.02659809555
692	0.02655368712
693	0.02649119328
694	0.0264174679
695	0.0263668939
696	0.02628468882
697	0.02622194317
698	0.02617354379
699	0.02610185651
700	0.02605899269
701	0.0260056027
702	0.02593942852
703	0.02589131498
704	0.02582115459
705	0.02579126579
706	0.02573336863
707	0.02568162759
708	0.02559758135
709	0.02553721563
710	0.02550487778
711	0.02545876177
712	0.02541406444
713	0.02537899758
714	0.02532152962
715	0.02527728996
716	0.02522531228
717	0.025192452
718	0.02514486257
719	0.02508425358
720	0.02501759367
721	0.02499748298
722	0.02493730268
723	0.02491401301
724	0.0248388029
725	0.02480710626
726	0.02476503324
727	0.02472675839
728	0.02469022566
729	0.02462589556
730	0.02456092823
731	0.0245360753
732	0.02448250105
733	0.02442501331
734	0.02437483465
735	0.02431862623
736	0.02427478108
737	0.02422886156
738	0.02418930409
739	0.02415247224
740	0.02410635695
741	0.024046379
742	0.02399324733
743	0.02393984198
744	0.02388157888
745	0.02383370555
746	0.02376691945
747	0.02373115453
748	0.02368850651
749	0.02363242921
750	0.02360661456
751	0.02355161427
752	0.0235150787
753	0.02344671169
754	0.02342132839
755	0.02337571082
756	0.02334647703
757	0.02327395776
758	0.02321882757
759	0.02316536512
760	0.0231176961
761	0.02307020737
762	0.0230261382
763	0.02295219761
764	0.02292175579
765	0.02288996521
766	0.02284355045
767	0.02279616019
768	0.02276955401
769	0.02271291055
770	0.02268129422
771	0.02264076506
772	0.02258414822
773	0.0225289779
774	0.02249445015
775	0.02244057833
776	0.02239378188
777	0.02235767979
778	0.0223292307
779	0.02227191712
780	0.02222432748
781	0.02218288408
782	0.02214927414
783	0.02208755668
784	0.02203946744
785	0.0219947964
786	0.02194550635
787	0.02190447236
788	0.02188578124
789	0.02184349026
790	0.02177253924
791	0.02171916312
792	0.02167445784
793	0.02164324569
794	0.02163771729
795	0.02160295614
796	0.02156232732
797	0.02153684673
798	0.021503975
799	0.02145359509
800	0.02141110775
801	0.02136133403
802	0.0213007202
803	0.0212464256
804	0.02123186778
805	0.02119010608
806	0.02111979889
807	0.02107482263
808	0.02105382341
809	0.02100535521
810	0.02098037783
811	0.02092608387
812	0.02089092876
813	0.02086667094
814	0.02081746739
815	0.02077239282
816	0.02072443987
817	0.02067884328
818	0.02062473804
819	0.02058304265
820	0.02054151927
821	0.02050630477
822	0.02046462143
823	0.02043113316
824	0.02039713657
825	0.02034625787
826	0.02030157403
827	0.02027056657
828	0.02021956851
829	0.02018197056
830	0.02014111784
831	0.02010544098
832	0.02005621899
833	0.02001630518
834	0.0199749041
835	0.01995125305
836	0.01991200122
837	0.01986312981
838	0.01982229247
839	0.01977641551
840	0.01973728316
841	0.01970891297
842	0.01964837883
843	0.0196236414
844	0.01959869182
845	0.01956706934
846	0.01953294292
847	0.0194922369
848	0.01947638105
849	0.01945553893
850	0.01943136179
851	0.01942305054
852	0.01938441123
853	0.01934661098
854	0.019308881
855	0.01928242833
856	0.01925182507
857	0.01922181748
858	0.01918618875
859	0.01915094854
860	0.01910678964
861	0.01907468302
862	0.01905717769
863	0.01902131067
864	0.01898063515
865	0.01894215078
866	0.01890403355
867	0.01888172761
868	0.01885451686
869	0.01881562313
870	0.01877538979
871	0.01872555499
872	0.01868917049
873	0.01865645959
874	0.01861391986
875	0.01856578011
876	0.01852969677
877	0.01850621586
878	0.01847072629
879	0.01843698816
880	0.01838889238
881	0.01834855818
882	0.0183173771
883	0.01826797755
884	0.01821811068
885	0.01817694219
886	0.01814457426
887	0.01811890458
888	0.01809215522
889	0.01804945766
890	0.01802810381
891	0.01797874961
892	0.01793819103
893	0.01789847693
894	0.01786969463
895	0.01782117353
896	0.01778423502
897	0.01778114441
898	0.01775142647
899	0.01772501107
900	0.01769038977
901	0.01767239228
902	0.01765401077
903	0.01761624656
904	0.0175842365
905	0.01755819161
906	0.01753111309
907	0.01751735007
908	0.01748446884
909	0.01747793448
910	0.01742885994
911	0.01738107731
912	0.01734630692
913	0.01731888563
914	0.0172855009
915	0.01726473225
916	0.01722505243
917	0.01719470966
918	0.01715191502
919	0.01711845955
920	0.01708193948
921	0.01704632605
922	0.01701466592
923	0.01698642478
924	0.01695222227
925	0.01691267022
926	0.01688025036
927	0.0168621683
928	0.01682549281
929	0.0167990498
930	0.01677060959
931	0.01674073465
932	0.01671280102
933	0.01668219877
934	0.01664315175
935	0.01661556361
936	0.01658984241
937	0.01656606764
938	0.01654661223
939	0.0165200559
940	0.01649893203
941	0.01647210916
942	0.01643637274
943	0.01641136464
944	0.016397087
945	0.01638118338
946	0.01634819159
947	0.0163209618
948	0.01628737919
949	0.01624610294
950	0.0162207219
951	0.01619226468
952	0.01616982753
953	0.01614843269
954	0.01611795469
955	0.01608329467
956	0.01605833686
957	0.01602419314
958	0.01598985143
959	0.01597368485
960	0.01595126465
961	0.01592431479
962	0.0158888192
963	0.01585881236
964	0.01582820686
965	0.01579395389
966	0.01576595672
967	0.01572713969
968	0.01570613996
969	0.01567397587
970	0.01564568381
971	0.01562522851
972	0.01560129505
973	0.01558222819
974	0.0155421062
975	0.01551433529
976	0.01548456375
977	0.01546384171
978	0.01543636633
979	0.01541491025
980	0.01540957504
981	0.01537397151
982	0.01535845259
983	0.01533088696
984	0.01532661655
985	0.01530262635
986	0.01526851479
987	0.015244088
988	0.01521424035
989	0.01518248808
990	0.01515662341
991	0.01513665141
992	0.01510991268
993	0.01508969067
994	0.01507080389
995	0.01503317504
996	0.01500833857
997	0.0149830122
998	0.01495547041
999	0.01492828627
